нілагерцаў	кілагерцаў
вечнля	вечная
эаклік	заклік
Сельснія	Сельскія
Віцебсная	Віцебская
сучаспай	сучаснай
памятасм	памятаем
надэённай	надзённай
збядняаь	збядняць
ліквілуючы	ліквідуючы
налгаснікаў	калгаснікаў
фіпале	фінале
аЧалавек	аЧалавеч
прысутнічас	прысутнічае
Полаакага	Полацкага
Грудзіцы	Грудзіны
заводн	заводы
зразумеля	зразумела
працягаала	працягвала
гаяеты	газеты
адчуааецца	адчуваецца
нрыцэліўся	прыцэліўся
налалавіну	напалавіну
бзцькі	бацькі
папарэднія	папярэднія
ааўвагу	заўвагу
працлвала	працавала
дзпутатам	дэпутатам
унутраііага	унутранага
крыяёй	крывёй
схільнасней	схільнасцей
аповссцю	аповесцю
Клрнікі	Карнікі
насадні	насадкі
недасканялыя	недасканалыя
безапсляцыйнасць	безапеляцыйнасць
Рэпертуарнм	Рэпертуарны
уэведзены	узведзены
гімнаснёрцы	гімнасцёрцы
латлрэйны	латарэйны
Мастацклй	Мастацкай
твврамі	тварамі
трафярэтнасць	трафарэтнасць
Пвлітбюро	Палітбюро
тлумзчыць	тлумачыць
другвраднымі	другараднымі
партыіінасці	партыйнасці
паслрабаваў	паспрабаваў
слкрэты	сакрэты
Ііітэлігенцыі	Інтэлігенцыі
пахаладзслі	пахаладзелі
вынроствае	выпроствае
эахоўваючы	захоўваючы
калекныях	калекцыях
настойліаа	настойліва
разведы	розведы
схіляюнца	схіляюцца
мяленькага	маленькага
абмундзіраааннем	абмундзіраваннем
газегнаму	газетнаму
падумяў	падумаў
Кінаперлсоўка	Кінаперасоўка
наднісы	надпісы
Тэматычпае	Тэматычнае
мастачан	мастачак
лідзру	лідэру
хістаннаў	хістанняў
сюжэтнан	сюжэтнай
асобнммі	асобнымі
стараннэ	старанні
Ікстытуце	Інстытуце
апсамбля	ансамбля
Бярозаўскан	Бярозаўскай
станкабудаўнінамі	станкабудаўнікамі
ціклвасць	цікавасць
Свветам	Саветам
пыпушчана	выпушчана
Скончыўшм	Скончыўшы
спатыкнушіа	спатыкнуцца
выкззаў	выказаў
Дзятдаў	Дзятлаў
мансру	манеру
братзрства	братэрства
