аба-в€залас€	абав€залас€
псрад	перад
перада-вал≥	перадавал≥
пера-дав≥кам	перадав≥кам
перадав≥ка-м≥	перадав≥кам≥
перадаа≥-коҐ	перадав≥коҐ
пе-радав≥коҐ	перадав≥коҐ
перада-в≥коҐ	перадав≥коҐ
перада-вога	перадавога
первдввогв	перадавога
перв-дввогв	перадавога
первдв-вогв	перадавога
псрадавы	перадавы
пералавым	перадавым
пера-давых	перадавых
пералавых	перадавых
псрадавых	перадавых
пе-радавы€	перадавы€
пера-давы€	перадавы€
пе-радае	перадае
псрадаҐ	перадаҐ
перадань	перадаць
пе-радань	перадаць
пе-радаць	перадаць
пера-даць	перадаць
псрадаць	перадаць
пс-радача	перадача
пераехау	пераехаҐ
пе-раканальна	пераканальна
псраканальна	пераканальна
пера-канаҐча	пераканаҐча
ѕсраклад	ѕераклад
пералес-к≥	пералеск≥
нерамог	перамог
псрамог	перамог
пе-рамога	перамога
пера-мога	перамога
перамо-га	перамога
ѕсрамога	ѕерамога
перамо-гай	перамогай
лерлмог≥	перамог≥
пе-рамог≥	перамог≥
перамо-г≥	перамог≥
пера-могу	перамогу
пе-рамогуць	перамогуць
псра-можцы	пераможцы
нерамозе	перамозе
пера-нЄс	перанЄс
перапоҐ-нены	перапоҐнены
перапын≥-ла	перапын≥ла
пе-рапынку	перапынку
ператва-рыць	ператварыць
пера-тварэнн€	ператварэнн€
пераҐзы-дзе	пераҐзыдзе
пе-раҐтварэнн≥	пераҐтварэнн≥
пераходз≥нь	пераходз≥ць
псраходз≥ць	пераходз≥ць
пе-рашкаджае	перашкаджае
пера-шкаджае	перашкаджае
пера-шкаджаюць	перашкаджаюць
псрсанажаҐ	персанажаҐ
перспек-тыву	перспектыву
перспек-тывы	перспектывы
псрспектывы	перспектывы
псрш	перш
пер-шага	першага
перша-га	першага
першвгв	першага
псршага	першага
пер-шай	першай
першвй	першай
псршай	першай
пер-шама€	першама€
ѕершамв€	ѕершама€
пер-шаму	першаму
пер-шачарговы€	першачарговы€
пер-ша€	перша€
пер-шую	першую
псршую	першую
лершы	першы
пер-шы	першы
псршы	першы
лершым	першым
пер-шым	першым
псршым	першым
першы-м≥	першым≥
псршым≥	першым≥
псршых	першых
лершы€	першы€
нершы€	першы€
пер-шы€	першы€
псршы€	першы€
перы-€д	перы€д
псры€д	перы€д
перы€лу	перы€ду
псры€ду	перы€ду
п'сса	п'еса
н'есам	п'есам
п'е-се	п'есе
п'есс	п'есе
п'ссе	п'есе
песнн	песен
лесень	песень
пе-сень	песень
песснь	песень
песм≥	песн≥
пес-м≥	песн≥
пес-н≥	песн≥
пссн≥	песн≥
пвсню	песню
пес-ню	песню
лесн€	песн€
пес-н€	песн€
пссн€	песн€
песннх	песн€х
пес-н€х	песн€х
п'ссу	п'есу
м'есы	п'есы
н'есы	п'есы
п'ссы	п'есы
псць	пець
ѕннскнх	ѕинских
пнсателей	писателей
п≥л≥па-в≥ч	п≥л≥пав≥ч
п≥лотамкасманаҐтам	п≥лотам-касманаҐтам
п≥лоткасманаҐт	п≥лот-касманаҐт
п≥-лоту	п≥лоту
п≥н-скага	п≥нскага
п≥н-чанам	п≥нчанам
п≥сала-с€	п≥салас€
п≥-сал≥	п≥сал≥
п≥-саҐ	п≥саҐ
п≥сань	п≥саць
п≥-саць	п≥саць
п≥сь-ме	п≥сьме
л≥сьменн≥к	п≥сьменн≥к
н≥сьменн≥к	п≥сьменн≥к
п≥сь-менн≥к	п≥сьменн≥к
п≥сь-мснн≥к	п≥сьменн≥к
п≥сь-менн≥ка	п≥сьменн≥ка
п≥сьменн≥-ка	п≥сьменн≥ка
п≥сьменн≥кв	п≥сьменн≥ка
п≥сьменн≥кл	п≥сьменн≥ка
п≥сьменп≥ка	п≥сьменн≥ка
п≥сьмепн≥ка	п≥сьменн≥ка
п≥сьмснн≥ка	п≥сьменн≥ка
п≥сьменн≥квм≥	п≥сьменн≥кам≥
л≥сьменн≥каҐ	п≥сьменн≥каҐ
п≥гьменн≥каҐ	п≥сьменн≥каҐ
п≥сьменн≥кау	п≥сьменн≥каҐ
п≥сь-менн≥каҐ	п≥сьменн≥каҐ
п≥сьменн≥-каҐ	п≥сьменн≥каҐ
п≥сьменн≥клҐ	п≥сьменн≥каҐ
п≥сьмснн≥каҐ	п≥сьменн≥каҐ
п≥сьмсн-н≥каҐ	п≥сьменн≥каҐ
п≥сьмсш≥≥каҐ	п≥сьменн≥каҐ
п≥сь-менн≥ку	п≥сьменн≥ку
п≥сьменн≥ны	п≥сьменн≥цы
н≥сьмо	п≥сьмо
л≥сьмы	п≥сьмы
п≥сь-мы	п≥сьмы
п≥ш€	п≥ша
п≥шунь	п≥шуць
п≥-шуць	п≥шуць
≥≥≥шы	п≥шы
п≥€не-ра	п≥€нера
п≥€не-ры	п≥€неры
пладано-с≥ць	пладанос≥ць
нлан	план
пллн	план
нлана	плана
пла-на	плана
пла-нам≥	планам≥
пла-не	плане
пла-нета	планета
пла-неты	планеты
плане-ты	планеты
пла-неце	планеце
пла-ны	планы
пле-нума	пленума
плену-ма	пленума
пло-шча	плошча
пло-шчаҐ	плошчаҐ
пло-шчах	плошчах
ллошчы	плошчы
пло-шчы	плошчы
пл€-чыма	пл€чыма
пл€чы-ма	пл€чыма
побвч	побач
по-дзв≥г	подзв≥г
подэв≥г	подзв≥г
подэ-в≥г	подзв≥г
ползв≥г	подзв≥г
подзн≥гам	подзв≥гам
по-дэв≥г≥	подзв≥г≥
по-дзв≥гу	подзв≥гу
подэв≥-гу	подзв≥гу
по-дых	подых
ѕоланкага	ѕолацкага
полацка-га	полацкага
полз-в≥гаҐ	ползв≥гаҐ
полы-м€	полым€
поль-скай	польскай
поль-шчы	польшчы
пом-н≥к	помн≥к
пом-н≥ка	помн≥ка
пом-н≥каҐ	помн≥каҐ
пом-н≥ках	помн≥ках
помн≥ш≥а	помн≥цца
по-спех	поспех
по-спсх	поспех
по-спехам	поспехам
поспе-хам	поспехам
поспехлм	поспехам
поспехвҐ	поспехаҐ
поспсхаҐ	поспехаҐ
пос-псхаҐ	поспехаҐ
лоспехах	поспехах
по-спехах	поспехах
поспе-хах	поспехах
по-спех≥	поспех≥
поспе-х≥	поспех≥
поспс-х≥	поспех≥
по-спеху	поспеху
поспе-ху	поспеху
поспсху	поспеху
по-ступ	поступ
по-тым	потым
поҐ-на	поҐна
поҐ-нага	поҐнага
поҐна-га	поҐнага
поҐ-нае	поҐнае
поҐ-най	поҐнай
поҐнасню	поҐнасцю
поҐ-насцю	поҐнасцю
поҐ-нач	поҐнач
поҐ-ным	поҐным
пошу-каҐ	пошукаҐ
по-шук≥	пошук≥
прл	пра
пр€	пра
прабле-ма	праблема
праблсма	праблема
праблсмах	праблемах
праб-лемы	праблемы
прабле-мы	праблемы
праблсмы	праблемы
праб-лсмы	праблемы
пра-ва	права
пра-вадыра	правадыра
правалыра	правадыра
пра-ведзен	праведзен
правесн≥	правесц≥
пра-вЄҐ	правЄҐ
пра-в≥ла	прав≥ла
прав≥ль-на	прав≥льна
прав≥ль-най	прав≥льнай
пра-в≥льны	прав≥льны
прав≥ль-ны	прав≥льны
право-дз≥цца	праводз≥цца
праводз≥ш≥а	праводз≥цца
праводз≥пь	праводз≥ць
пра-водз≥ць	праводз≥ць
право-дз€цца	праводз€цца
праграмл	праграма
ѕраграмс	ѕраграме
праграмс	праграме
пра-граму	праграму
прагра-му	праграму
